Tournament,Date,Game Time,Blue Team,Red Team,Blue Kills,Blue Turrets,Blue Dragons,Blue Barons,Red Kills,Red Turrets,Red Dragons,Red Barons,Blue Wards Placed,Blue Wards Destroyed,Red Wards Placed,Red Wards Destroyed,First Dragon Team,First Dragon Time,First Rift Herald Team,First Rift Herald Time,Blue Bans 1,Blue Bans 2,Blue Bans 3,Blue Bans 4,Blue Bans 5,Red Bans 1,Red Bans 2,Red Bans 3,Red Bans 4,Red Bans 5,Blue Top,Blue Jungle,Blue Mid,Blue Bot,Blue Support,Red Top,Red Jungle,Red Mid,Red Bot,Red Support,Blue Top KDA,Blue Top CS,Blue Jungle KDA,Blue Jungle CS,Blue Mid KDA,Blue Mid CS,Blue Bot KDA,Blue Bot CS,Blue Support KDA,Blue Support CS,Red Top KDA,Red Top CS,Red Jungle KDA,Red Jungle CS,Red Mid KDA,Red Mid CS,Red Bot KDA,Red Bot CS,Red Support KDA,Red Support CS
Worlds Main Event 2023,10/27/2023,24.333333333333332,LNG Esports,KT Rolster,16,8,1,1,4,1,2,0,77,25,71,40,Red,8.233333333333333,Blue,9.683333333333334,Rumble, Neeko, Zeri, Poppy, Jax,Maokai, Xayah, Renata Glasc, Sylas, Jarvan IV,Renekton, Wukong, Orianna, Kaisa, Rakan,Ornn, Vi, Azir, Aphelios, Alistar, 1/0/7,223, 7/1/7,132, 3/1/10,227, 5/1/8,227, 0/1/14,38, 1/4/1,174, 2/5/1,127, 0/3/2,220, 0/1/3,231, 1/3/1,29
Worlds Main Event 2023,10/27/2023,26.416666666666668,Dplus KIA,GAM Esports,10,10,4,1,1,1,0,0,123,57,101,60,Blue,6.666666666666667,Red,9.5,Maokai, Wukong, Kalista, Aphelios, Renata Glasc,Caitlyn, Alistar, Xayah, Neeko, Azir,KSante, Lee Sin, Sylas, Kaisa, Rell,Rumble, Jarvan IV, Orianna, Zeri, Rakan, 0/0/4,248, 1/0/3,198, 3/0/4,262, 6/0/3,269, 0/1/7,43, 0/2/1,210, 0/2/1,161, 0/2/1,259, 1/2/0,257, 0/2/1,50
Worlds Main Event 2023,10/27/2023,25.883333333333333,GAM Esports,Dplus KIA,5,1,0,0,20,9,4,1,85,35,82,35,Red,5.566666666666666,Red,8.716666666666667,Caitlyn, Alistar, Renata Glasc, Aphelios, Neeko,Maokai, Xayah, Kalista, Wukong, Vi,KSante, Nocturne, Akali, Kaisa, Nautilus,Rumble, Lee Sin, Ahri, Sivir, Rell, 1/6/3,177, 2/4/2,120, 1/2/3,206, 1/2/1,242, 0/6/2,34, 3/2/11,234, 2/1/12,184, 6/0/9,252, 9/1/9,242, 0/1/19,35
Worlds Main Event 2023,10/26/2023,32.21666666666667,MAD Lions,Weibo Gaming,15,5,3,0,19,8,2,1,127,50,97,57,Red,6.633333333333333,Red,8.7,Poppy, Maokai, Orianna, Taliyah, Akali,Jarvan IV, Xayah, Azir, Varus, Heimerdinger,KSante, Vi, Sylas, Ashe, Alistar,Aatrox, Rell, Ahri, Kalista, Renata Glasc, 0/3/6,198, 2/2/4,171, 9/3/5,239, 4/4/3,267, 0/7/10,33, 4/1/5,231, 2/4/11,139, 1/5/12,227, 11/3/8,284, 1/2/18,21
Worlds Main Event 2023,10/26/2023,28.966666666666665,MAD Lions,Weibo Gaming,5,2,2,0,19,11,2,2,94,30,72,33,Red,7.916666666666667,Blue,9.683333333333334,Poppy, Maokai, Orianna, Taliyah, Sylas,Xayah, Jarvan IV, Azir, Blitzcrank, Pyke,KSante, Vi, Ahri, Kalista, Soraka,Aatrox, Rell, Neeko, Aphelios, Renata Glasc, 0/4/2,214, 4/4/1,154, 0/1/2,230, 1/4/0,253, 0/6/2,9, 4/2/7,236, 2/1/12,151, 3/0/10,253, 8/0/7,237, 2/2/15,31
Worlds Main Event 2023,10/26/2023,40.31666666666667,Cloud9,Fnatic,27,9,2,2,7,1,3,1,124,53,133,64,Red,10.583333333333334,Blue,9.9,Azir, Poppy, Renekton, Zeri, Rell,Maokai, Kalista, Sejuani, Syndra, Alistar,Rumble, Jarvan IV, Yone, Xayah, Nautilus,Jax, Lee Sin, Orianna, Ezreal, Rakan, 10/2/11,293, 2/0/20,262, 8/2/5,379, 7/0/3,474, 0/3/16,43, 2/7/2,316, 1/5/5,233, 2/5/4,428, 1/4/2,375, 1/6/4,44
Worlds Main Event 2023,10/26/2023,27.733333333333334,Fnatic,Cloud9,20,9,3,1,10,4,1,0,89,41,86,41,Red,6.533333333333333,Blue,9.95,Maokai, Kalista, Rumble, Alistar, Nautilus,Azir, Xayah, Orianna, Aphelios, Sivir,Jax, Jarvan IV, Syndra, Zeri, Rakan,Renekton, Taliyah, KSante, Kaisa, Rell, 3/3/4,233, 5/2/14,176, 7/4/7,240, 5/0/6,292, 0/1/13,32, 0/5/3,224, 6/5/1,199, 4/4/3,232, 0/2/2,257, 0/4/6,37
Worlds Main Event 2023,10/26/2023,32.333333333333336,Cloud9,Fnatic,17,4,0,0,25,10,5,2,92,40,87,26,Red,6.766666666666667,Blue,8.533333333333333,Azir, Orianna, Poppy, Braum, Renata Glasc,Maokai, Kalista, Rakan, Akali, Yone,Jax, Sejuani, LeBlanc, Xayah, Alistar,Rumble, Jarvan IV, Sylas, Aphelios, Rell, 4/3/3,265, 5/6/9,143, 1/4/9,237, 6/3/7,300, 1/9/4,25, 6/3/11,259, 3/5/16,195, 3/3/13,254, 12/1/8,310, 1/5/19,30
Worlds Main Event 2023,10/23/2023,24.566666666666666,Dplus KIA,Team BDS,18,10,1,1,6,2,2,0,98,33,80,49,Red,12.683333333333334,Blue,8.383333333333333,Maokai, Darius, Orianna, Garen, Malphite,Kalista, Xayah, Jarvan IV, Jax, Gnar,Rumble, Vi, Neeko, Caitlyn, Lux,Volibear, Lee Sin, LeBlanc, Kaisa, Blitzcrank, 4/2/8,211, 5/1/8,180, 2/1/7,190, 5/1/6,239, 2/1/11,26, 0/3/1,175, 1/4/4,147, 0/3/2,183, 5/3/0,212, 0/5/4,25
Worlds Main Event 2023,10/23/2023,24.433333333333334,Team BDS,Dplus KIA,4,2,0,0,8,9,3,1,77,37,88,31,Red,6.266666666666667,Red,10.1,Kalista, Caitlyn, Xayah, LeBlanc, Yasuo,Maokai, Darius, Orianna, Vi, Garen,Olaf, Wukong, Neeko, Kaisa, Rakan,Rumble, Lee Sin, Azir, Aphelios, Alistar, 3/2/0,204, 1/2/2,131, 0/2/0,187, 0/0/3,258, 0/2/2,34, 0/1/4,217, 4/1/2,170, 1/0/4,259, 3/2/2,228, 0/0/5,32
Worlds Main Event 2023,10/23/2023,28.483333333333334,Team Liquid,GAM Esports,8,2,2,0,15,8,1,1,96,58,90,38,Blue,12.283333333333333,Red,8.916666666666666,Jayce, Syndra, Xayah, Kaisa, Rell,Ziggs, Lee Sin, Viego, Kalista, Alistar,KSante, Jarvan IV, Orianna, Aphelios, Thresh,Rumble, Maokai, Tristana, Zeri, Rakan, 0/3/3,225, 1/2/5,160, 3/4/1,214, 3/4/1,264, 1/2/2,35, 4/2/6,229, 0/0/12,166, 5/4/8,242, 5/1/5,291, 1/1/7,46
Worlds Main Event 2023,10/23/2023,25.183333333333334,Team Liquid,GAM Esports,14,9,1,0,6,1,2,1,114,33,70,59,Red,10.433333333333334,Red,8.733333333333333,Rumble, Maokai, Orianna, Wukong, Nocturne,Ziggs, Lee Sin, Viego, Jarvan IV, Jax,Renekton, Kindred, Neeko, Xayah, Rakan,Kennen, Vi, Syndra, Draven, Renata Glasc, 2/1/2,235, 6/0/3,213, 5/1/2,213, 1/1/6,195, 0/3/6,41, 0/5/3,200, 0/2/4,147, 3/3/2,220, 2/2/1,225, 1/2/2,12
Worlds Main Event 2023,10/23/2023,34.6,GAM Esports,Team Liquid,19,11,4,2,4,4,1,0,141,55,149,66,Blue,10.5,Blue,9.516666666666667,Ziggs, Neeko, Kindred, Jarvan IV, Lee Sin,Maokai, Rumble, Orianna, Nautilus, Renekton,KSante, Wukong, Syndra, Xayah, Rell,Jax, Sejuani, Ahri, Kaisa, Rakan, 5/0/9,239, 6/1/11,196, 4/2/7,283, 4/0/7,426, 0/1/15,43, 0/5/1,278, 2/4/1,171, 1/5/2,320, 0/2/1,417, 1/3/2,40
Worlds Main Event 2023,10/22/2023,38.666666666666664,KT Rolster,Weibo Gaming,23,9,3,2,11,0,3,0,158,50,131,85,Red,8.833333333333334,Blue,8.683333333333334,Poppy, Maokai, Kalista, Rell, Renata Glasc,Alistar, Xayah, Rakan, Vi, Nocturne,KSante, Viego, Neeko, Kaisa, Nautilus,Rumble, Jarvan IV, Orianna, Sivir, Leona, 3/3/12,275, 2/2/13,253, 4/1/9,344, 14/3/7,385, 0/2/15,48, 1/6/4,278, 1/8/6,162, 6/1/2,342, 3/2/8,376, 0/6/7,36
Worlds Main Event 2023,10/22/2023,32.983333333333334,Bilibili Gaming,Fnatic,15,9,3,1,8,3,2,0,84,63,147,55,Red,7.566666666666666,Red,10.65,Azir, Renekton, Kalista, Rumble, Nautilus,Neeko, Maokai, Xayah, Lee Sin, Vi,Jax, Sejuani, Orianna, Tristana, Rakan,Poppy, Ivern, Akali, Kaisa, Alistar, 6/1/4,325, 1/2/13,180, 1/3/13,264, 6/1/7,349, 1/1/11,36, 2/4/2,248, 0/0/8,180, 1/4/4,271, 3/2/0,337, 2/5/4,31
Worlds Main Event 2023,10/22/2023,41.666666666666664,NRG,MAD Lions,24,10,4,2,22,4,3,1,148,53,153,68,Blue,6.483333333333333,Blue,9.983333333333333,Belveth, Kalista, Kennen, Azir, Sivir,Orianna, Jax, Xayah, KSante, Yone,Jayce, Maokai, Sylas, Kaisa, Rell,Rumble, Jarvan IV, Taliyah, Nilah, Alistar, 3/6/10,289, 3/2/11,185, 6/6/11,333, 12/4/6,383, 0/4/17,32, 7/5/10,272, 0/5/18,194, 4/5/13,321, 9/3/7,389, 2/6/14,36
Worlds Main Event 2023,10/22/2023,22.416666666666668,T1,Cloud9,15,10,3,1,0,2,0,0,68,32,86,35,Blue,6.7,Blue,9.916666666666666,Taliyah, Maokai, Poppy, KSante, Rell,Caitlyn, Renata Glasc, Azir, Nautilus, Alistar,Rumble, Jarvan IV, Sylas, Xayah, Bard,Jax, Belveth, Orianna, Zeri, Rakan, 3/0/7,200, 7/0/8,158, 0/0/5,201, 4/0/3,224, 1/0/11,22, 0/5/0,189, 0/3/0,131, 0/1/0,205, 0/2/0,196, 0/4/0,37
Worlds Main Event 2023,10/21/2023,31.683333333333334,G2 Esports,Gen.G eSports,5,3,2,0,20,10,3,1,115,39,95,46,Blue,6.666666666666667,Blue,10.216666666666667,Vi, Poppy, Jarvan IV, Sejuani, Rumble,Draven, Orianna, Kalista, KSante, Jayce,Renekton, Maokai, Tristana, Ezreal, Lissandra,Jax, Lee Sin, Sylas, Xayah, Rakan, 1/3/3,271, 1/3/2,155, 2/6/2,311, 1/3/2,283, 0/5/3,16, 2/1/9,285, 4/1/10,193, 8/1/8,294, 5/0/6,308, 1/2/14,30
Worlds Main Event 2023,10/21/2023,31.933333333333334,G2 Esports,Gen.G eSports,6,2,1,0,22,9,3,2,105,44,87,47,Red,11.366666666666667,Red,10.35,Vi, Poppy, Sylas, Neeko, Jax,Draven, Orianna, Kalista, Jayce, Renekton,KSante, Maokai, Taliyah, Lucian, Nautilus,Aatrox, Rell, Akali, Xayah, Rakan, 1/5/2,260, 0/4/3,168, 2/5/3,248, 2/4/2,320, 1/4/2,45, 5/0/6,313, 3/0/17,167, 5/3/9,305, 8/1/7,369, 1/2/15,39
Worlds Main Event 2023,10/21/2023,27.65,JD Gaming,LNG Esports,15,8,1,1,7,3,3,0,89,35,97,57,Red,7.45,Red,8.866666666666667,Azir, Maokai, Rumble, Jax, Gwen,Kalista, Xayah, Rakan, Ornn, Renekton,KSante, Vi, Orianna, Zeri, Lulu,Camille, Lee Sin, Akali, Kaisa, Alistar, 0/2/11,203, 4/1/10,180, 6/2/8,246, 4/2/6,301, 1/0/13,25, 1/3/2,231, 2/3/2,162, 1/4/4,201, 3/2/1,285, 0/3/4,33
Worlds Main Event 2023,10/21/2023,28.5,LNG Esports,JD Gaming,14,8,3,1,2,0,1,0,105,39,85,59,Blue,7.616666666666667,Blue,9.916666666666666,Kalista, Vi, Ornn, Alistar, Poppy,Azir, Orianna, Rumble, Neeko, Ahri,Renekton, Jarvan IV, Sylas, Xayah, Rakan,KSante, Maokai, Jayce, Kaisa, Rell, 4/0/5,266, 2/0/11,170, 5/0/6,274, 3/1/8,295, 0/1/13,38, 1/3/1,213, 1/3/1,168, 0/3/2,252, 0/1/1,294, 0/4/1,33
Worlds Main Event 2023,10/21/2023,26.583333333333332,JD Gaming,LNG Esports,14,8,2,1,6,2,1,0,93,35,92,52,Blue,6.016666666666667,Blue,8.95,Azir, Maokai, Alistar, Jax, Rumble,Kalista, Xayah, Orianna, Ornn, Renekton,Aatrox, Wukong, Neeko, Kaisa, Rakan,KSante, Vi, Ahri, Tristana, Nautilus, 4/1/9,252, 2/2/4,180, 4/0/6,236, 3/2/7,279, 1/1/12,34, 1/3/1,220, 1/2/4,162, 3/2/2,239, 1/2/5,242, 0/5/4,29
Worlds Main Event 2023,10/20/2023,32.016666666666666,Dplus KIA,KT Rolster,4,4,3,0,16,9,1,1,118,57,127,54,Blue,8.683333333333334,Red,9.65,Maokai, Taliyah, Rumble, KSante, Akali,Lee Sin, Poppy, Kalista, Caitlyn, Renata Glasc,Jax, Jarvan IV, Azir, Ziggs, Leona,Renekton, Sejuani, Orianna, Xayah, Alistar, 1/3/2,240, 1/4/1,203, 1/1/3,313, 1/4/1,281, 0/4/1,34, 1/2/11,279, 3/0/9,172, 2/1/12,267, 9/0/6,385, 1/1/11,33
Worlds Main Event 2023,10/20/2023,24.633333333333333,JD Gaming,Bilibili Gaming,19,10,4,1,7,1,0,0,89,30,64,37,Blue,5.716666666666667,Blue,10.35,Jax, Neeko, Rakan, Gwen, Xayah,Jayce, Ahri, Orianna, Syndra, Ornn,Renekton, Jarvan IV, Vex, Kalista, Renata Glasc,Aatrox, Vi, Taliyah, Kaisa, Blitzcrank, 3/1/5,219, 6/2/12,157, 2/2/12,209, 8/1/5,223, 0/1/12,34, 3/4/0,186, 1/4/4,143, 0/5/6,218, 2/3/3,193, 1/3/4,27
Worlds Main Event 2023,10/20/2023,38.4,G2 Esports,Weibo Gaming,26,9,1,1,23,7,4,2,159,85,163,63,Red,7.1,Blue,9.816666666666666,Poppy, Rumble, Jarvan IV, Nautilus, Jax,Draven, Kalista, Maokai, Renekton, Lee Sin,Yone, Rell, Orianna, Xayah, Rakan,KSante, Vi, Azir, Kaisa, Leona, 6/4/10,294, 3/4/20,148, 6/4/16,344, 9/6/10,324, 2/5/23,59, 9/6/7,296, 5/4/10,256, 5/5/10,352, 4/4/7,311, 0/7/9,41
Worlds Main Event 2023,10/20/2023,29.683333333333334,Gen.G eSports,T1,14,9,4,1,6,4,1,0,131,64,128,75,Blue,6.95,Blue,8.833333333333334,Caitlyn, Renata Glasc, Kalista, Jax, Lee Sin,Maokai, Vi, Poppy, Azir, Sylas,Rumble, KhaZix, Akali, Xayah, Rakan,Aatrox, Jarvan IV, Orianna, Kaisa, Alistar, 3/1/7,214, 2/2/3,207, 4/0/5,251, 4/1/4,335, 1/2/8,40, 0/2/0,263, 2/3/3,177, 4/4/1,271, 0/3/2,292, 0/2/2,33
Worlds Main Event 2023,10/20/2023,24.15,Fnatic,GAM Esports,18,8,2,1,7,2,1,0,83,29,66,29,Red,6.566666666666666,Blue,8.65,Syndra, Maokai, Rumble, Neeko, Lee Sin,Poppy, Orianna, Taliyah, Ivern, Jarvan IV,Renekton, Rell, Azir, Xayah, Nautilus,KSante, Sejuani, Jayce, Kaisa, Rakan, 7/3/1,202, 1/1/12,145, 2/0/10,255, 8/1/2,247, 0/2/7,25, 2/4/0,180, 1/5/2,106, 3/5/1,220, 1/2/2,247, 0/2/3,35
Worlds Main Event 2023,10/20/2023,31.85,MAD Lions,Team BDS,18,10,4,1,8,2,1,1,112,40,102,57,Blue,7.366666666666666,Blue,8.266666666666667,Maokai, Darius, Orianna, Olaf, Garen,Kennen, Rakan, Kalista, Jarvan IV, Lee Sin,Gnar, Belveth, Lissandra, Xayah, Rell,Renekton, Vi, Azir, Kaisa, Alistar, 7/1/3,263, 3/1/8,255, 2/0/10,280, 6/1/7,346, 0/5/10,35, 2/4/1,262, 0/4/6,151, 5/3/2,307, 0/3/6,337, 1/4/5,22
Worlds Main Event 2023,10/20/2023,32.21666666666667,Cloud9,LNG Esports,6,4,1,1,14,10,4,1,123,51,129,45,Red,7.1,Blue,8.483333333333333,Kalista, Maokai, Xayah, Poppy, KSante,Taliyah, Orianna, Jarvan IV, Yone, Sylas,Renekton, Sejuani, Syndra, Kaisa, Rakan,Jax, Lee Sin, Azir, Tristana, Alistar, 0/3/3,284, 2/2/4,177, 2/3/2,255, 1/3/3,306, 1/3/4,38, 2/2/4,302, 2/0/9,204, 7/1/4,298, 2/2/7,341, 1/1/8,27
Worlds Main Event 2023,10/20/2023,31.633333333333333,NRG,Team Liquid,22,9,2,1,4,3,2,0,107,34,105,48,Red,9.8,Blue,8.45,Ziggs, Neeko, Lee Sin, Kennen, Renata Glasc,Jayce, Azir, Poppy, Kaisa, Xayah,Jax, Sejuani, Orianna, Tahm Kench, Senna,KSante, Viego, Syndra, Kalista, Rell, 5/1/5,256, 3/2/10,180, 8/0/11,251, 1/0/13,184, 5/1/11,38, 1/4/1,243, 2/0/1,223, 0/9/3,207, 1/3/1,260, 0/6/2,34
Worlds Main Event 2023,10/19/2023,29.183333333333334,LNG Esports,Fnatic,22,9,2,2,9,4,2,0,83,32,101,50,Red,9.333333333333334,Blue,8.716666666666667,Poppy, Kalista, Lee Sin, Alistar, Viego,Orianna, Rumble, Maokai, Syndra, Neeko,Jax, Jarvan IV, Azir, Xayah, Rakan,Renekton, Taliyah, Jayce, Ezreal, Rell, 1/3/7,258, 1/2/18,156, 11/0/7,257, 8/1/5,302, 1/3/12,41, 0/5/3,233, 5/6/1,177, 2/4/3,274, 1/2/6,269, 1/5/5,28
Worlds Main Event 2023,10/19/2023,42.2,G2 Esports,Dplus KIA,16,10,5,1,9,4,1,2,190,91,197,86,Blue,6.8,Blue,9.316666666666666,Caitlyn, Jarvan IV, Lee Sin, Vi, Rumble,Neeko, Kalista, KSante, Jax, Pyke,Renekton, Maokai, Orianna, Draven, Renata Glasc,Jayce, Rell, Azir, Varus, Alistar, 3/2/10,303, 2/3/9,194, 2/1/8,374, 9/2/4,356, 0/1/12,46, 4/5/1,345, 0/1/8,179, 2/2/7,384, 2/2/2,361, 1/6/5,36
Worlds Main Event 2023,10/19/2023,27.066666666666666,Team BDS,JD Gaming,6,5,1,0,14,9,3,1,94,53,95,45,Blue,5.8,Blue,9.35,Kalista, Taliyah, Kennen, Neeko, Renekton,Darius, Orianna, Maokai, Azir, Olaf,Garen, Vi, Cassiopeia, Xayah, Rakan,Ornn, Jarvan IV, Ahri, Kaisa, Alistar, 2/4/3,205, 2/3/4,152, 2/3/1,236, 0/2/0,265, 0/2/3,46, 2/2/11,206, 2/3/12,185, 6/1/4,265, 4/0/6,285, 0/0/11,25
Worlds Main Event 2023,10/19/2023,22.583333333333332,Gen.G eSports,GAM Esports,22,9,2,1,5,1,0,0,71,31,90,37,Blue,10.266666666666667,Red,8.6,Syndra, Kalista, Maokai, Rumble, Renata Glasc,Poppy, Rakan, Orianna, Taliyah, LeBlanc,KSante, Vi, Ahri, Kaisa, Alistar,Jax, Lee Sin, Neeko, Xayah, Sett, 4/2/9,191, 7/2/9,156, 6/0/12,202, 5/1/8,231, 0/0/16,32, 3/7/1,167, 2/4/2,138, 0/3/2,199, 0/3/2,223, 0/5/1,42
Worlds Main Event 2023,10/19/2023,30.983333333333334,Cloud9,MAD Lions,10,9,3,2,3,4,1,0,136,56,112,63,Blue,11.683333333333334,Blue,9.366666666666667,Ivern, Kalista, Azir, Rumble, Ahri,Orianna, LeBlanc, Maokai, Nautilus, Rell,Jax, Taliyah, KSante, Xayah, Alistar,Gwen, Jarvan IV, Syndra, Ezreal, Rakan, 4/2/3,268, 0/0/8,252, 0/0/5,192, 5/0/1,352, 1/1/6,35, 1/3/1,273, 1/1/2,175, 0/2/0,291, 1/2/0,302, 0/2/1,46
Worlds Play-In 2023,10/15/2023,34.46666666666667,PSG Talon,Team BDS,11,11,4,1,3,2,1,0,123,61,125,66,Red,7.3,Blue,8.816666666666666,Orianna, Ivern, Xayah, Kalista, Renekton,Rumble, Jarvan IV, Neeko, Rell, Nautilus,Kennen, Maokai, Jayce, Kaisa, Alistar,Sion, Sejuani, Azir, Zeri, Rakan, 2/0/4,333, 0/1/10,164, 4/1/5,314, 5/1/2,370, 0/0/9,32, 0/2/1,243, 0/3/3,156, 0/3/1,321, 2/1/0,387, 1/2/1,51
Worlds Play-In 2023,10/15/2023,28.183333333333334,Team BDS,PSG Talon,3,1,0,0,19,11,4,1,104,34,87,37,Red,6.95,Blue,11.883333333333333,Rumble, Neeko, Kennen, KSante, LeBlanc,Orianna, Xayah, Maokai, Sejuani, Ivern,Renekton, Taliyah, Syndra, Kalista, Nautilus,Jax, Poppy, Akali, Kaisa, Rell, 0/2/0,258, 0/5/3,135, 1/4/1,225, 2/4/1,275, 0/4/2,34, 4/1/2,254, 0/2/11,142, 9/0/4,247, 3/0/4,306, 3/0/10,28
Worlds Play-In 2023,10/15/2023,40.65,Team BDS,PSG Talon,25,10,4,2,18,5,2,0,161,78,167,77,Red,7.983333333333333,Red,9.716666666666667,Rumble, Kennen, Neeko, Jax, LeBlanc,Orianna, Xayah, Kalista, Cassiopeia, Jayce,Olaf, Maokai, Azir, Kaisa, Alistar,Gnar, Jarvan IV, Sylas, Caitlyn, Rell, 8/2/7,374, 3/3/16,192, 8/5/14,284, 5/3/11,380, 1/5/18,25, 4/4/9,320, 3/5/9,195, 6/4/5,274, 5/6/6,387, 0/6/11,32
Worlds Play-In 2023,10/15/2023,26.65,PSG Talon,Team BDS,7,1,0,0,25,8,4,1,96,42,84,36,Red,6.716666666666667,Blue,8.8,Orianna, Xayah, Kalista, Olaf, Azir,Rumble, Kennen, Neeko, Braum, Gnar,Jax, Maokai, Jayce, Aphelios, Alistar,Garen, Ivern, Cassiopeia, Kaisa, Nautilus, 0/7/3,181, 3/5/3,132, 2/5/4,205, 1/3/2,256, 1/5/6,24, 7/1/5,188, 1/1/16,184, 4/3/9,208, 13/1/4,259, 0/1/16,24
Worlds Play-In 2023,10/15/2023,43.9,PSG Talon,Team BDS,8,9,3,1,11,8,4,2,152,75,162,70,Red,6.75,Blue,8.266666666666667,Orianna, Xayah, Kalista, Azir, Cassiopeia,Rumble, Kennen, Kaisa, Neeko, LeBlanc,Gnar, Jarvan IV, Taliyah, Aphelios, Rell,Darius, Maokai, Tristana, Zeri, Alistar, 1/3/4,328, 1/2/7,205, 4/1/4,350, 2/2/4,449, 0/3/7,38, 2/3/5,322, 1/1/7,193, 6/2/4,421, 2/0/8,476, 0/3/10,35
Worlds Play-In 2023,10/15/2023,27.116666666666667,GAM Esports,Team Whales,16,10,2,1,9,3,1,0,91,32,98,36,Blue,10.416666666666666,Blue,8.45,Ahri, Jarvan IV, Alistar, LeBlanc, Neeko,Maokai, Jax, Wukong, Vi, Nocturne,Renekton, Viego, Syndra, Xayah, Rakan,KSante, Lee Sin, Orianna, Kaisa, Nautilus, 0/3/6,258, 6/3/6,190, 6/1/6,243, 4/2/7,266, 0/0/14,35, 3/3/2,207, 3/5/1,140, 1/3/1,259, 2/3/4,272, 0/2/5,39
Worlds Play-In 2023,10/15/2023,27.5,GAM Esports,Team Whales,3,3,0,0,20,11,4,1,101,52,106,28,Red,6.816666666666666,Red,8.683333333333334,Ahri, Jarvan IV, Alistar, Neeko, Nocturne,Maokai, Syndra, Rakan, Sejuani, Wukong,Jax, Lee Sin, Viktor, Xayah, Leona,KSante, Viego, Taliyah, Kaisa, Rell, 0/4/1,206, 1/5/1,160, 2/5/0,238, 0/1/2,267, 0/5/2,34, 5/0/8,229, 9/0/3,160, 3/1/10,291, 2/1/7,258, 1/1/13,37
Worlds Play-In 2023,10/15/2023,32.78333333333333,GAM Esports,Team Whales,24,9,2,2,13,3,3,0,125,32,127,59,Blue,6.233333333333333,Blue,8.316666666666666,Ahri, Viego, KSante, Poppy, Orianna,Syndra, Maokai, Rakan, Nocturne, Wukong,Jax, Sejuani, Jayce, Xayah, Nautilus,Renekton, Jarvan IV, Taliyah, Kaisa, Rell, 5/2/2,269, 1/3/19,154, 4/3/11,295, 11/2/7,377, 3/3/16,42, 0/6/4,245, 5/6/7,129, 3/2/5,313, 5/4/4,309, 0/6/10,28
Worlds Play-In 2023,10/15/2023,27.533333333333335,GAM Esports,Team Whales,25,7,1,1,14,3,2,0,108,28,101,56,Blue,10.483333333333333,Blue,8.483333333333333,Ahri, KSante, Viego, Tristana, Aatrox,Maokai, Jax, Xayah, Nocturne, Sejuani,Renekton, Wukong, Orianna, Kaisa, Sett,Malphite, Lee Sin, Syndra, Kalista, Nautilus, 4/3/9,250, 3/3/17,142, 5/5/17,194, 8/1/4,248, 5/2/13,46, 1/4/8,175, 6/5/4,130, 3/8/2,204, 2/5/6,242, 2/3/9,30
Worlds Main Event 2023,10/19/2023,45.266666666666666,Bilibili Gaming,KT Rolster,20,10,4,2,10,4,2,1,182,64,173,91,Blue,11.55,Red,8.55,Rumble, Azir, Orianna, Renekton, Vi,Jax, Kalista, Neeko, Alistar, Nautilus,KSante, Maokai, Jayce, Xayah, Rell,Aatrox, Zac, Taliyah, Kaisa, Rakan, 5/1/10,356, 6/2/12,210, 3/3/13,338, 6/2/12,488, 0/2/17,67, 2/5/4,353, 1/4/3,196, 2/5/3,363, 5/5/3,457, 0/1/5,55
Worlds Play-In 2023,10/13/2023,26.966666666666665,Detonation FocusMe,Team BDS,2,1,0,0,10,9,4,1,80,41,80,32,Red,8.25,Blue,9.516666666666667,Darius, Orianna, Rakan, Olaf, Tristana,Senna, Taliyah, Rumble, Neeko, Azir,Aatrox, Maokai, Syndra, Kaisa, Alistar,Renekton, Ivern, Jayce, Xayah, Braum, 0/2/1,215, 2/3/0,132, 0/1/1,263, 0/2/2,280, 0/2/2,27, 1/1/5,260, 1/0/9,167, 6/0/3,255, 2/1/6,328, 0/0/10,32
Worlds Play-In 2023,10/13/2023,28.483333333333334,Team BDS,Detonation FocusMe,20,10,3,2,7,1,0,0,89,62,125,46,Blue,9.9,Red,8.583333333333334,Senna, Taliyah, Rumble, Nautilus, Rell,Darius, Orianna, Maokai, Olaf, Renekton,Jax, Vi, Cassiopeia, Xayah, Rakan,Poppy, Ivern, Tristana, Kaisa, Blitzcrank, 3/0/5,258, 5/1/6,164, 2/3/5,244, 10/1/5,316, 0/2/15,42, 0/4/2,170, 0/4/6,122, 4/6/2,251, 3/2/1,296, 0/4/7,33
Worlds Play-In 2023,10/13/2023,26.366666666666667,Movistar R7,GAM Esports,6,1,0,0,19,10,4,1,94,35,86,31,Red,8.55,Blue,9.183333333333334,Orianna, Rumble, Maokai, Lee Sin, Vi,Poppy, Sejuani, Akali, Neeko, Ahri,Gwen, Jarvan IV, Sylas, Kaisa, Rell,KSante, Wukong, Syndra, Xayah, Rakan, 0/7/2,177, 0/3/5,148, 4/4/1,216, 2/1/2,258, 0/4/3,38, 2/2/12,214, 6/2/11,155, 3/2/10,218, 8/0/5,268, 0/0/16,37
